194	Olathe	Kansas	140,545	125,872	+11.66%	60.9 sq mi	157.7 km2	2,225/sq mi	859/km2	38.8843°N 94.8195°W
195	Dayton	Ohio	140,407	141,527	−0.79%	55.7 sq mi	144.3 km2	2,522/sq mi	974/km2	39.7774°N 84.1996°W
196	Carrollton	Texas	139,248	119,097	+16.92%	36.3 sq mi	94.0 km2	3,674/sq mi	1,419/km2	32.9884°N 96.8998°W
197	Waco	Texas	139,236	124,805	+11.56%	89.0 sq mi	230.5 km2	1,510/sq mi	580/km2	31.5601°N 97.1860°W
198	Orange	California	138,669	136,416	+1.65%	25.4 sq mi	65.8 km2	5,532/sq mi	2,136/km2	33.7870°N 117.8613°W
199	Fullerton	California	138,632	135,161	+2.57%	22.4 sq mi	58.0 km2	6,282/sq mi	2,425/km2	33.8857°N 117.9280°W
200	Charleston	South Carolina	137,566	120,083	+14.56%	109.0 sq mi	282.3 km2	1,233/sq mi	476/km2	32.8179°N 79.9590°W
201	West Valley City	Utah	135,248	129,480	+4.45%	35.5 sq mi	91.9 km2	3,847/sq mi	1,485/km2	40.6885°N 112.0118°W
202	Visalia	California	134,605	124,442	+8.17%	37.5 sq mi	97.1 km2	3,495/sq mi	1,349/km2	36.3273°N 119.3289°W
203	Hampton[m]	Virginia	134,510	137,436	−2.13%	51.5 sq mi	133.4 km2	2,629/sq mi	1,015/km2	37.0480°N 76.2971°W
204	Gainesville	Florida	133,997	124,354	+7.75%	62.3 sq mi	161.4 km2	2,112/sq mi	815/km2	29.6788°N 82.3461°W
205	Warren	Michigan	133,943	134,056	−0.08%	34.4 sq mi	89.1 km2	3,928/sq mi	1,517/km2	42.4929°N 83.0250°W
206	Coral Springs	Florida	133,759	121,096	+10.46%	23.8 sq mi	61.6 km2	5,465/sq mi	2,110/km2	26.2707°N 80.2593°W
207	Cedar Rapids	Iowa	133,562	126,326	+5.73%	70.8 sq mi	183.4 km2	1,852/sq mi	715/km2	41.9670°N 91.6778°W
208	Round Rock	Texas	133,372	99,887	+33.52%	35.6 sq mi	92.2 km2	3,396/sq mi	1,311/km2	30.5252°N 97.6660°W
209	Sterling Heights	Michigan	132,438	129,699	+2.11%	36.5 sq mi	94.5 km2	3,628/sq mi	1,401/km2	42.5812°N 83.0303°W
210	Kent	Washington	132,319	92,411	+43.19%	33.7 sq mi	87.3 km2	3,784/sq mi	1,461/km2	47.3880°N 122.2127°W
211	Columbia	South Carolina	131,674	129,272	+1.86%	133.5 sq mi	345.8 km2	1,006/sq mi	388/km2	34.0291°N 80.8980°W
212	Santa Clara	California	130,365	116,468	+11.93%	18.4 sq mi	47.7 km2	6,845/sq mi	2,643/km2	37.3646°N 121.9679°W
213	New Haven	Connecticut	130,250	129,779	+0.36%	18.7 sq mi	48.4 km2	6,948/sq mi	2,683/km2	41.3108°N 72.9250°W
214	Stamford	Connecticut	129,638	122,643	+5.70%	37.6 sq mi	97.4 km2	3,434/sq mi	1,326/km2	41.0799°N 73.5460°W
215	Concord	California	129,295	122,067	+5.92%	30.5 sq mi	79.0 km2	4,221/sq mi	1,630/km2	37.9722°N 122.0016°W
216	Elizabeth	New Jersey	129,216	124,969	+3.40%	12.3 sq mi	31.9 km2	10,459/sq mi	4,038/km2	40.6664°N 74.1935°W
217	Athens[y]	Georgia	126,913	115,452	+9.93%	116.4 sq mi	301.5 km2	1,060/sq mi	410/km2	33.9496°N 83.3701°W
218	Thousand Oaks	California	126,813	126,683	+0.10%	55.2 sq mi	143.0 km2	2,335/sq mi	902/km2	34.1933°N 118.8742°W
219	Lafayette[z]	Louisiana	126,185	120,623	+4.61%	53.8 sq mi	139.3 km2	2,372/sq mi	916/km2	30.2074°N 92.0285°W
220	Simi Valley	California	125,613	124,237	+1.11%	41.5 sq mi	107.5 km2	3,044/sq mi	1,175/km2	34.2669°N 118.7485°W
221	Topeka	Kansas	125,310	127,473	−1.70%	61.5 sq mi	159.3 km2	2,062/sq mi	796/km2	39.0347°N 95.6962°W
222	Norman	Oklahoma	124,880	110,925	+12.58%	178.8 sq mi	463.1 km2	683/sq mi	264/km2	35.2406°N 97.3453°W
223	Fargo	North Dakota	124,662	105,549	+18.11%	49.3 sq mi	127.7 km2	2,450/sq mi	950/km2	46.8652°N 96.8290°W
224	Wilmington	North Carolina	123,744	106,476	+16.22%	51.6 sq mi	133.6 km2	2,278/sq mi	880/km2	34.2092°N 77.8858°W
225	Abilene	Texas	123,420	117,063	+5.43%	106.7 sq mi	276.4 km2	1,146/sq mi	442/km2	32.4545°N 99.7381°W
226	Odessa	Texas	123,334	99,940	+23.41%	45.2 sq mi	117.1 km2	2,608/sq mi	1,007/km2	31.8838°N 102.3411°W
227	Columbia	Missouri	123,195	108,500	+13.54%	65.0 sq mi	168.3 km2	1,856/sq mi	717/km2	38.951561°N 92.328638°W
228	Pearland	Texas	122,460	91,252	+34.20%	46.3 sq mi	119.9 km2	2,453/sq mi	947/km2	29.5558°N 95.3231°W
229	Victorville	California	122,385	115,903	+5.59%	73.3 sq mi	189.8 km2	1,668/sq mi	644/km2	34.5277°N 117.3536°W
230	Hartford	Connecticut	122,105	124,775	−2.14%	17.4 sq mi	45.1 km2	7,083/sq mi	2,735/km2	41.7659°N 72.6816°W
231	Vallejo	California	121,692	115,942	+4.96%	30.7 sq mi	79.5 km2	3,951/sq mi	1,525/km2	38.1079°N 122.2640°W
232	Allentown	Pennsylvania	121,442	118,032	+2.89%	17.5 sq mi	45.3 km2	6,882/sq mi	2,657/km2	40.5936°N 75.4784°W
233	Berkeley	California	121,363	112,580	+7.80%	10.5 sq mi	27.2 km2	11,547/sq mi	4,458/km2	37.8670°N 122.2991°W
234	Richardson	Texas	121,323	99,223	+22.27%	28.6 sq mi	74.1 km2	3,963/sq mi	1,530/km2	32.9723°N 96.7081°W
235	Arvada	Colorado	121,272	106,433	+13.94%	38.6 sq mi	100.0 km2	3,043/sq mi	1,175/km2	39.8337°N 105.1503°W
236	Ann Arbor	Michigan	119,980	113,934	+5.31%	28.1 sq mi	72.8 km2	4,298/sq mi	1,659/km2	42.2761°N 83.7309°W
237	Rochester	Minnesota	118,935	106,769	+11.39%	54.6 sq mi	141.4 km2	2,088/sq mi	806/km2	44.0154°N 92.4772°W
238	Cambridge	Massachusetts	118,927	105,162	+13.09%	6.4 sq mi	16.6 km2	17,289/sq mi	6,675/km2	42.3760°N 71.1187°W
239	Sugar Land	Texas	118,488	78,817	+50.33%	34.0 sq mi	88.1 km2	3,488/sq mi	1,347/km2	29.5994°N 95.6142°W
240	Lansing	Michigan	118,210	114,297	+3.42%	39.1 sq mi	101.3 km2	2,967/sq mi	1,146/km2	42.7143°N 84.5593°W
241	Evansville	Indiana	117,979	117,429	+0.47%	47.3 sq mi	122.5 km2	2,526/sq mi	975/km2	37.9877°N 87.5347°W
242	College Station	Texas	117,911	93,857	+25.63%	51.0 sq mi	132.1 km2	2,199/sq mi	849/km2	30.5852°N 96.2964°W
243	Fairfield	California	117,133	105,321	+11.22%	40.9 sq mi	105.9 km2	2,806/sq mi	1,083/km2	38.2593°N 122.0321°W
244	Clearwater	Florida	116,946	107,685	+8.60%	25.9 sq mi	67.1 km2	4,415/sq mi	1,705/km2	27.9789°N 82.7666°W
245	Beaumont	Texas	116,825	118,296	−1.24%	82.1 sq mi	212.6 km2	1,441/sq mi	556/km2	30.0849°N 94.1453°W
246	Independence	Missouri	116,672	116,830	−0.14%	77.8 sq mi	201.5 km2	1,504/sq mi	581/km2	39.0855°N 94.3521°W
247	Provo	Utah	116,618	112,488	+3.67%	41.7 sq mi	108.0 km2	2,803/sq mi	1,082/km2	40.2453°N 111.6448°W
248	West Jordan	Utah	116,480	103,712	+12.31%	32.3 sq mi	83.7 km2	3,520/sq mi	1,360/km2	40.6024°N 112.0008°W
249	Murrieta	California	116,223	103,466	+12.33%	33.6 sq mi	87.0 km2	3,324/sq mi	1,283/km2	33.5721°N 117.1904°W
250	Palm Bay	Florida	115,552	103,190	+11.98%	65.7 sq mi	170.2 km2	1,676/sq mi	647/km2	27.9856°N 80.6626°W
251	El Monte	California	115,487	113,475	+1.77%	9.6 sq mi	24.9 km2	12,063/sq mi	4,658/km2	34.0746°N 118.0291°W
252	Carlsbad	California	115,382	105,328	+9.55%	37.7 sq mi	97.6 km2	3,023/sq mi	1,167/km2	33.1239°N 117.2828°W
253	North Charleston	South Carolina	115,382	97,471	+18.38%	73.7 sq mi	190.9 km2	1,483/sq mi	573/km2	32.9178°N 80.0650°W
254	Temecula	California	114,761	100,097	+14.65%	37.3 sq mi	96.6 km2	3,031/sq mi	1,170/km2	33.4931°N 117.1317°W
255	Clovis	California	114,584	95,631	+19.82%	24.2 sq mi	62.7 km2	4,404/sq mi	1,700/km2	36.8282°N 119.6849°W
256	Springfield	Illinois	114,230	116,250	−1.74%	60.1 sq mi	155.7 km2	1,925/sq mi	743/km2	39.7911°N 89.6446°W
257	Meridian	Idaho	114,161	75,092	+52.03%	29.8 sq mi	77.2 km2	3,584/sq mi	1,384/km2	43.6142°N 116.3989°W
258	Westminster	Colorado	113,166	106,114	+6.65%	31.7 sq mi	82.1 km2	3,592/sq mi	1,387/km2	39.8822°N 105.0644°W
259	Costa Mesa	California	113,003	109,960	+2.77%	15.7 sq mi	40.7 km2	7,186/sq mi	2,775/km2	33.6659°N 117.9123°W
260	High Point	North Carolina	112,791	104,371	+8.07%	55.2 sq mi	143.0 km2	2,015/sq mi	778/km2	35.9900°N 79.9905°W
261	Manchester	New Hampshire	112,673	109,565	+2.84%	33.1 sq mi	85.7 km2	3,339/sq mi	1,289/km2	42.9849°N 71.4441°W
262	Pueblo	Colorado	112,361	106,595	+5.41%	53.6 sq mi	138.8 km2	2,058/sq mi	795/km2	38.2699°N 104.6123°W
263	Lakeland	Florida	112,136	97,422	+15.10%	65.9 sq mi	170.7 km2	1,615/sq mi	624/km2	28.0555°N 81.9549°W
264	Pompano Beach	Florida	112,118	99,845	+12.29%	24.0 sq mi	62.2 km2	4,558/sq mi	1,760/km2	26.2416°N 80.1339°W
265	West Palm Beach	Florida	111,955	99,919	+12.05%	55.1 sq mi	142.7 km2	1,963/sq mi	758/km2	26.7464°N 80.1251°W
266	Antioch	California	111,502	102,372	+8.92%	29.4 sq mi	76.1 km2	3,772/sq mi	1,456/km2	37.9791°N 121.7962°W
267	Everett	Washington	111,475	103,019	+8.21%	33.3 sq mi	86.2 km2	3,275/sq mi	1,264/km2	47.9566°N 122.1914°W
268	Downey	California	111,126	111,772	−0.58%	12.4 sq mi	32.1 km2	9,134/sq mi	3,527/km2	33.9382°N 118.1309°W
269	Lowell	Massachusetts	110,997	106,519	+4.20%	13.6 sq mi	35.2 km2	8,129/sq mi	3,139/km2	42.6390°N 71.3211°W
270	Centennial	Colorado	110,937	100,377	+10.52%	29.5 sq mi	76.4 km2	3,727/sq mi	1,439/km2	39.5906°N 104.8691°W
271	Elgin	Illinois	110,849	108,188	+2.46%	37.4 sq mi	96.9 km2	2,998/sq mi	1,158/km2	42.0396°N 88.3217°W
272	Richmond	California	110,567	103,701	+6.62%	30.1 sq mi	78.0 km2	3,648/sq mi	1,409/km2	37.9523°N 122.3606°W
273	Peoria	Illinois	110,417	115,007	−3.99%	48.2 sq mi	124.8 km2	2,371/sq mi	915/km2	40.7515°N 89.6174°W
274	Broken Arrow	Oklahoma	110,198	98,850	+11.48%	61.7 sq mi	159.8 km2	1,741/sq mi	672/km2	36.0365°N 95.7810°W
275	Miami Gardens	Florida	110,001	107,167	+2.64%	18.2 sq mi	47.1 km2	6,212/sq mi	2,398/km2	25.9489°N 80.2436°W
276	Billings	Montana	109,577	104,170	+5.19%	43.7 sq mi	113.2 km2	2,525/sq mi	975/km2	45.7885°N 108.5499°W
277	Jurupa Valley	California	109,527	0	NA[aa]	42.9 sq mi	111.1 km2	2,414/sq mi	932/km2	34.0026°N 117.4676°W
278	Sandy Springs	Georgia	109,452	93,853	+16.62%	37.7 sq mi	97.6 km2	2,804/sq mi	1,083/km2	33.9315°N 84.3687°W
279	Gresham	Oregon	109,381	105,594	+3.59%	23.3 sq mi	60.3 km2	4,786/sq mi	1,848/km2	45.5023°N 122.4416°W
280	Lewisville	Texas	109,212	95,290	+14.61%	36.7 sq mi	95.1 km2	2,852/sq mi	1,101/km2	33.0466°N 96.9818°W
281	Hillsboro	Oregon	109,128	91,611	+19.12%	25.0 sq mi	64.7 km2	4,207/sq mi	1,624/km2	45.5280°N 122.9357°W
282	Ventura[ab]	California	109,106	106,433	+2.51%	21.8 sq mi	56.5 km2	5,027/sq mi	1,941/km2	34.2678°N 119.2542°W
283	Greeley	Colorado	108,649	92,889	+16.97%	47.8 sq mi	123.8 km2	2,176/sq mi	840/km2	40.4153°N 104.7697°W
284	Inglewood	California	108,151	109,673	−1.39%	9.1 sq mi	23.6 km2	12,160/sq mi	4,700/km2	33.9561°N 118.3443°W
285	Waterbury	Connecticut	107,568	110,366	−2.54%	28.5 sq mi	73.8 km2	3,799/sq mi	1,467/km2	41.5585°N 73.0367°W
286	League City	Texas	107,536	83,560	+28.69%	51.2 sq mi	132.6 km2	1,992/sq mi	769/km2	29.4901°N 95.1091°W
287	Santa Maria	California	107,263	99,553	+7.74%	22.8 sq mi	59.1 km2	4,662/sq mi	1,800/km2	34.9332°N 120.4438°W
288	Tyler	Texas	106,985	96,900	+10.41%	56.6 sq mi	146.6 km2	1,852/sq mi	715/km2	32.3173°N 95.3059°W
289	Davie[ac]	Florida	106,306	91,992	+15.56%	34.9 sq mi	90.4 km2	2,919/sq mi	1,127/km2	26.0791°N 80.2850°W
290	Lakewood[ad]	New Jersey	106,300	92,843	+14.49%	24.7 sq mi	64.0 km2	4,079/sq mi	1,575/km2	40.0771°N 74.2004°W
291	Daly City	California	106,280	101,123	+5.10%	7.6 sq mi	19.7 km2	14,009/sq mi	5,409/km2	37.7009°N 122.4650°W
292	Boulder	Colorado	105,673	97,385	+8.51%	24.8 sq mi	64.2 km2	4,358/sq mi	1,683/km2	40.0270°N 105.2519°W
293	Allen	Texas	105,623	84,246	+25.37%	27.1 sq mi	70.2 km2	3,715/sq mi	1,434/km2	33.0997°N 96.6631°W
294	West Covina	California	105,101	106,098	−0.94%	16.0 sq mi	41.4 km2	6,740/sq mi	2,600/km2	34.0559°N 117.9099°W
295	Sparks	Nevada	105,006	90,264	+16.33%	35.9 sq mi	93.0 km2	2,810/sq mi	1,080/km2	39.5544°N 119.7356°W
296	Wichita Falls	Texas	104,683	104,553	+0.12%	72.2 sq mi	187.0 km2	1,450/sq mi	560/km2	33.9067°N 98.5259°W
297	Green Bay	Wisconsin	104,578	104,057	+0.50%	45.4 sq mi	117.6 km2	2,316/sq mi	894/km2	44.5207°N 87.9842°W
298	San Mateo	California	104,430	97,207	+7.43%	12.1 sq mi	31.3 km2	8,592/sq mi	3,317/km2	37.5603°N 122.3106°W
299	Norwalk	California	103,949	105,549	−1.52%	9.7 sq mi	25.1 km2	10,946/sq mi	4,226/km2	33.9076°N 118.0835°W
300	Rialto	California	103,526	99,171	+4.39%	22.3 sq mi	57.8 km2	4,633/sq mi	1,789/km2	34.1118°N 117.3883°W
301	Las Cruces	New Mexico	103,432	97,618	+5.96%	76.9 sq mi	199.2 km2	1,323/sq mi	511/km2	32.3264°N 106.7897°W
302	Chico	California	103,301	86,187	+19.86%	33.3 sq mi	86.2 km2	3,102/sq mi	1,198/km2	39.7400°N 121.8356°W
303	El Cajon	California	102,708	99,478	+3.25%	14.5 sq mi	37.6 km2	7,156/sq mi	2,763/km2	32.8017°N 116.9604°W
304	Burbank	California	102,511	103,340	−0.80%	17.4 sq mi	45.1 km2	6,003/sq mi	2,318/km2	34.1901°N 118.3264°W
305	South Bend	Indiana	102,026	101,168	+0.85%	41.4 sq mi	107.2 km2	2,457/sq mi	949/km2	41.6769°N 86.2690°W
306	Renton	Washington	101,751	90,927	+11.90%	23.4 sq mi	60.6 km2	4,314/sq mi	1,666/km2	47.4761°N 122.1920°W
307	Vista	California	101,638	93,834	+8.32%	18.7 sq mi	48.4 km2	5,436/sq mi	2,099/km2	33.1895°N 117.2386°W
308	Davenport	Iowa	101,590	99,685	+1.91%	62.9 sq mi	162.9 km2	1,631/sq mi	630/km2	41.5541°N 90.6040°W
309	Edinburg	Texas	101,170	77,100	+31.22%	37.6 sq mi	97.4 km2	2,691/sq mi	1,039/km2	26.3042°N 98.1639°W
310	Tuscaloosa	Alabama	101,129	90,468	+11.78%	71.7 sq mi	185.7 km2	1,399/sq mi	540/km2	33.2065°N 87.5346°W
311	Carmel	Indiana	101,068	79,191	+27.63%	47.5 sq mi	123.0 km2	2,128/sq mi	822/km2	39.9667°N 86.1000°W
312	Spokane Valley	Washington	101,060	89,755	+12.60%	37.7 sq mi	97.6 km2	2,681/sq mi	1,035/km2	47.6733°N 117.2394°W
313	San Angelo	Texas	101,004	93,200	+8.37%	59.9 sq mi	155.1 km2	1,681/sq mi	649/km2	31.4411°N 100.4505°W
314	Vacaville	California	100,670	92,428	+8.92%	29.0 sq mi	75.1 km2	3,449/sq mi	1,332/km2	38.3539°N 121.9728°W
315	Clinton[ae]	Michigan	100,471	96,796	+3.80%	28.1 sq mi	72.8 km2	3,573/sq mi	1,380/km2	42.5903°N 82.9170°W
316	Bend	Oregon	100,421	76,639	+31.03%	33.1 sq mi	85.7 km2	3,034/sq mi	1,171/km2	44.0500°N 121.3000°W
317	Woodbridge[ad]	New Jersey	100,145	99,585	+0.56%	23.3 sq mi	60.3 km2	4,351/sq mi	1,680/km2	40.5607°N 74.2927°W
